sample-id,absolute-filepath,direction
I20-MV27,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121436-1-1-1_S155_L001_R2_001.fastq,reverse
I21-MV29,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121437-1-1-1_S157_L001_R1_001.fastq,forward
I21-MV29,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121437-1-1-1_S157_L001_R2_001.fastq,reverse
I22-MV31,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121438-1-1-1_S159_L001_R1_001.fastq,forward
I22-MV31,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121438-1-1-1_S159_L001_R2_001.fastq,reverse
I23-MV33,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121439-1-1-1_S146_L001_R1_001.fastq,forward
I23-MV33,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121439-1-1-1_S146_L001_R2_001.fastq,reverse
I24-MV36,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121440-1-1-1_S148_L001_R1_001.fastq,forward
I24-MV36,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121440-1-1-1_S148_L001_R2_001.fastq,reverse
I25-MV38,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121441-1-1-1_S150_L001_R1_001.fastq,forward
I25-MV38,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121441-1-1-1_S150_L001_R2_001.fastq,reverse
I26-MV41,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121442-1-1-1_S152_L001_R1_001.fastq,forward
I26-MV41,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121442-1-1-1_S152_L001_R2_001.fastq,reverse
I27-MV42,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121443-1-1-1_S154_L001_R1_001.fastq,forward
I27-MV42,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121443-1-1-1_S154_L001_R2_001.fastq,reverse
I28-MV44,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121444-1-1-1_S156_L001_R1_001.fastq,forward
I28-MV44,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121444-1-1-1_S156_L001_R2_001.fastq,reverse
I29-MV45,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121445-1-1-1_S158_L001_R1_001.fastq,forward
I29-MV45,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121445-1-1-1_S158_L001_R2_001.fastq,reverse
I30-MV46,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121446-1-1-1_S160_L001_R1_001.fastq,forward
I30-MV46,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121446-1-1-1_S160_L001_R2_001.fastq,reverse
I31-MV47,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121447-1-1-1_S161_L001_R1_001.fastq,forward
I31-MV47,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121447-1-1-1_S161_L001_R2_001.fastq,reverse
I32-MV48,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121448-1-1-1_S163_L001_R1_001.fastq,forward
I32-MV48,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121448-1-1-1_S163_L001_R2_001.fastq,reverse
I33-MV49,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121449-1-1-1_S165_L001_R1_001.fastq,forward
I33-MV49,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121449-1-1-1_S165_L001_R2_001.fastq,reverse
I34-MV56,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121450-1-1-1_S167_L001_R1_001.fastq,forward
I34-MV56,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121450-1-1-1_S167_L001_R2_001.fastq,reverse
I35-MV58,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121451-1-1-1_S169_L001_R1_001.fastq,forward
I35-MV58,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121451-1-1-1_S169_L001_R2_001.fastq,reverse
I36-MV63,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121452-1-1-1_S171_L001_R1_001.fastq,forward
I36-MV63,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121452-1-1-1_S171_L001_R2_001.fastq,reverse
I37-MV65,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121453-1-1-1_S173_L001_R1_001.fastq,forward
I37-MV65,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121453-1-1-1_S173_L001_R2_001.fastq,reverse
I38-MV66,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121454-1-1-1_S175_L001_R1_001.fastq,forward
I38-MV66,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121454-1-1-1_S175_L001_R2_001.fastq,reverse
I39-MV67,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121455-1-1-1_S162_L001_R1_001.fastq,forward
I39-MV67,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121455-1-1-1_S162_L001_R2_001.fastq,reverse
I40-MV68,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121456-1-1-1_S164_L001_R1_001.fastq,forward
I40-MV68,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121456-1-1-1_S164_L001_R2_001.fastq,reverse
I41-MV69,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121457-1-1-1_S166_L001_R1_001.fastq,forward
I41-MV69,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121457-1-1-1_S166_L001_R2_001.fastq,reverse
I42-MV71,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121458-1-1-1_S168_L001_R1_001.fastq,forward
I42-MV71,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121458-1-1-1_S168_L001_R2_001.fastq,reverse
I43-MV72,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121459-1-1-1_S170_L001_R1_001.fastq,forward
I43-MV72,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121459-1-1-1_S170_L001_R2_001.fastq,reverse
I44-MV74,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121460-1-1-1_S172_L001_R1_001.fastq,forward
I44-MV74,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121460-1-1-1_S172_L001_R2_001.fastq,reverse
I45-MV75,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121461-1-1-1_S174_L001_R1_001.fastq,forward
I45-MV75,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121461-1-1-1_S174_L001_R2_001.fastq,reverse
I46-MV76,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121462-1-1-1_S176_L001_R1_001.fastq,forward
I46-MV76,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121462-1-1-1_S176_L001_R2_001.fastq,reverse
I47-MV78,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121463-1-1-1_S177_L001_R1_001.fastq,forward
I47-MV78,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121463-1-1-1_S177_L001_R2_001.fastq,reverse
I48-MV80,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121464-1-1-1_S179_L001_R1_001.fastq,forward
I48-MV80,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121464-1-1-1_S179_L001_R2_001.fastq,reverse
I49-MV81,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121465-1-1-1_S180_L001_R1_001.fastq,forward
I49-MV81,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121465-1-1-1_S180_L001_R2_001.fastq,reverse
I50-MV82,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121466-1-1-1_S181_L001_R1_001.fastq,forward
I50-MV82,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121466-1-1-1_S181_L001_R2_001.fastq,reverse
I51-MV85,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121647-1-1-1_S171_L001_R1_001.fastq,forward
I51-MV85,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121647-1-1-1_S171_L001_R2_001.fastq,reverse
I52-MV86,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121648-1-1-1_S173_L001_R1_001.fastq,forward
I52-MV86,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121648-1-1-1_S173_L001_R2_001.fastq,reverse
I53-MV89,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121649-1-1-1_S175_L001_R1_001.fastq,forward
I53-MV89,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121649-1-1-1_S175_L001_R2_001.fastq,reverse
I54-MV90,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121650-1-1-1_S177_L001_R1_001.fastq,forward
I54-MV90,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121650-1-1-1_S177_L001_R2_001.fastq,reverse
I55-MV92,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121651-1-1-1_S179_L001_R1_001.fastq,forward
I55-MV92,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121651-1-1-1_S179_L001_R2_001.fastq,reverse
I56-MV93,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121652-1-1-1_S181_L001_R1_001.fastq,forward
I56-MV93,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121652-1-1-1_S181_L001_R2_001.fastq,reverse
I57-MV94,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121653-1-1-1_S168_L001_R1_001.fastq,forward
I57-MV94,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121653-1-1-1_S168_L001_R2_001.fastq,reverse
I58-MV96,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121654-1-1-1_S170_L001_R1_001.fastq,forward
I58-MV96,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121654-1-1-1_S170_L001_R2_001.fastq,reverse
I59-MV98,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121655-1-1-1_S172_L001_R1_001.fastq,forward
I59-MV98,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121655-1-1-1_S172_L001_R2_001.fastq,reverse
I60-MV99,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121656-1-1-1_S174_L001_R1_001.fastq,forward
I60-MV99,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121656-1-1-1_S174_L001_R2_001.fastq,reverse
I61-MV102,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121657-1-1-1_S176_L001_R1_001.fastq,forward
I61-MV102,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121657-1-1-1_S176_L001_R2_001.fastq,reverse
I62-MV103,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121658-1-1-1_S178_L001_R1_001.fastq,forward
I62-MV103,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121658-1-1-1_S178_L001_R2_001.fastq,reverse
I63-MV104,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121659-1-1-1_S180_L001_R1_001.fastq,forward
I63-MV104,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121659-1-1-1_S180_L001_R2_001.fastq,reverse
I64-MV107,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121660-1-1-1_S182_L001_R1_001.fastq,forward
I64-MV107,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121660-1-1-1_S182_L001_R2_001.fastq,reverse
I65-MV109,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121661-1-1-1_S183_L001_R1_001.fastq,forward
I65-MV109,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121661-1-1-1_S183_L001_R2_001.fastq,reverse
I66-MV110,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121662-1-1-1_S185_L001_R1_001.fastq,forward
I66-MV110,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121662-1-1-1_S185_L001_R2_001.fastq,reverse
I67-MV112,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121663-1-1-1_S187_L001_R1_001.fastq,forward
I67-MV112,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121663-1-1-1_S187_L001_R2_001.fastq,reverse
I68-MV113,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121664-1-1-1_S189_L001_R1_001.fastq,forward
I68-MV113,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121664-1-1-1_S189_L001_R2_001.fastq,reverse
I69-MV117,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121665-1-1-1_S191_L001_R1_001.fastq,forward
I69-MV117,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121665-1-1-1_S191_L001_R2_001.fastq,reverse
I70-MV119,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121666-1-1-1_S193_L001_R1_001.fastq,forward
I70-MV119,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121666-1-1-1_S193_L001_R2_001.fastq,reverse
I71-MV120,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121667-1-1-1_S194_L001_R1_001.fastq,forward
I71-MV120,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121667-1-1-1_S194_L001_R2_001.fastq,reverse
I72-MV124,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121668-1-1-1_S195_L001_R1_001.fastq,forward
I72-MV124,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121668-1-1-1_S195_L001_R2_001.fastq,reverse
I73-MV125,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121669-1-1-1_S184_L001_R1_001.fastq,forward
I73-MV125,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121669-1-1-1_S184_L001_R2_001.fastq,reverse
I74-MV126,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121670-1-1-1_S186_L001_R1_001.fastq,forward
I74-MV126,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121670-1-1-1_S186_L001_R2_001.fastq,reverse
I75-MV131,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121671-1-1-1_S188_L001_R1_001.fastq,forward
I75-MV131,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121671-1-1-1_S188_L001_R2_001.fastq,reverse
I76-MV133,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121672-1-1-1_S190_L001_R1_001.fastq,forward
I76-MV133,/home/lauro/nupeb/dados_brutos_rede_genoma/data/fastqs/210421121672-1-1-1_S190_L001_R2_001.fastq,reverse
